iteration_frequency,error_pattern_change,time_to_completion,self_evaluation_score,external_feedback_quality,task_complexity_level,engagement_depth,confidence_level,knowledge_transfer_success,consistency_score,abstract_signal_strength,response_latency_variability,intentional_error_flag,revisit_rate,vocabulary_expansion_count,feedback_revision_delay,surprise_tolerance_score,exploratory_task_deviation,self_explanation_count,output_compression_ratio,emotional_consistency_score,curiosity_level
7,0.33,222.5,4,2,7,0.79,0.36,1,0.81,0.74,0.23,0,3,10,9.3,0.83,0.66,5,0.7,0.78,0.75
2,-0.47,34.6,2,0,2,0.45,0.82,0,0.55,0.38,0.53,0,0,2,68.9,0.47,0.33,1,0.39,0.51,0.44
5,0.14,167.3,3,2,5,0.73,0.45,1,0.72,0.68,0.3,0,2,8,12.4,0.77,0.58,5,0.64,0.72,0.68
10,0.58,356.2,5,3,9,0.91,0.21,1,0.93,0.88,0.14,1,5,14,3.2,0.91,0.81,9,0.82,0.91,0.87
3,-0.24,63.8,3,1,3,0.59,0.71,0,0.65,0.5,0.43,0,1,5,24.6,0.59,0.46,3,0.52,0.67,0.59
6,0.28,217.9,4,2,6,0.78,0.39,1,0.76,0.73,0.26,1,2,9,9.8,0.81,0.65,8,0.69,0.77,0.74
4,-0.33,87.4,2,1,4,0.57,0.58,0,0.6,0.48,0.48,0,1,6,30.7,0.55,0.42,2,0.45,0.57,0.5
7,0.37,235.1,4,2,7,0.83,0.31,1,0.82,0.77,0.2,0,3,10,8.1,0.85,0.69,6,0.72,0.8,0.78
2,-0.43,41.2,2,0,2,0.49,0.76,0,0.58,0.44,0.49,0,0,3,47.5,0.51,0.38,1,0.42,0.56,0.48
5,0.19,182.6,3,2,5,0.75,0.44,1,0.74,0.7,0.32,0,2,8,11.2,0.8,0.61,5,0.66,0.73,0.7
8,0.44,267.8,4,2,8,0.86,0.26,1,0.87,0.81,0.18,1,4,12,5.7,0.89,0.75,7,0.76,0.84,0.83
3,-0.26,54.9,3,1,3,0.63,0.67,0,0.66,0.53,0.4,0,1,5,23.1,0.63,0.47,3,0.54,0.64,0.6
6,0.31,228.4,4,2,6,0.8,0.37,1,0.78,0.75,0.25,1,2,9,8.7,0.83,0.68,7,0.71,0.79,0.77
4,-0.35,91.7,2,1,4,0.54,0.61,0,0.59,0.46,0.5,0,1,6,33.8,0.52,0.39,2,0.44,0.55,0.49
7,0.42,248.3,4,2,7,0.85,0.3,1,0.84,0.79,0.19,0,3,11,7.2,0.88,0.73,6,0.74,0.83,0.8
2,-0.39,36.8,2,0,2,0.51,0.74,0,0.56,0.41,0.52,0,0,3,59.3,0.48,0.35,1,0.4,0.53,0.46
5,0.16,159.2,3,2,5,0.74,0.48,1,0.73,0.67,0.34,0,2,8,13.8,0.75,0.56,5,0.65,0.74,0.69
9,0.51,302.5,5,3,8,0.88,0.23,1,0.9,0.84,0.15,1,4,13,4.3,0.92,0.79,8,0.8,0.88,0.85
3,-0.28,60.4,3,1,3,0.66,0.63,0,0.68,0.55,0.41,0,1,6,26.9,0.61,0.49,4,0.57,0.69,0.62
6,0.34,239.7,4,2,6,0.81,0.34,1,0.8,0.76,0.22,1,3,10,7.9,0.84,0.7,7,0.73,0.81,0.79
4,-0.37,95.2,2,1,4,0.52,0.64,0,0.58,0.45,0.53,0,1,7,37.6,0.5,0.37,2,0.43,0.54,0.47
7,0.46,261.4,4,2,7,0.87,0.27,1,0.86,0.82,0.16,0,3,11,6.5,0.9,0.76,7,0.77,0.85,0.84
2,-0.41,39.7,2,0,2,0.48,0.81,0,0.54,0.37,0.55,0,0,2,75.8,0.45,0.29,1,0.36,0.5,0.42
5,0.22,194.8,3,2,5,0.76,0.42,1,0.75,0.71,0.28,0,2,9,10.7,0.81,0.64,6,0.68,0.76,0.73
8,0.49,278.6,4,2,8,0.89,0.24,1,0.89,0.83,0.13,1,4,12,5.1,0.93,0.8,8,0.81,0.87,0.86
3,-0.3,65.3,3,1,3,0.68,0.59,0,0.7,0.56,0.37,0,1,6,29.4,0.58,0.51,4,0.58,0.7,0.64
6,0.37,251.9,4,2,6,0.82,0.33,1,0.81,0.78,0.2,1,3,10,7.1,0.86,0.74,8,0.75,0.82,0.81
4,-0.39,98.6,2,1,4,0.51,0.67,0,0.57,0.43,0.56,0,1,7,42.3,0.47,0.34,2,0.42,0.52,0.45
7,0.43,253.7,4,2,7,0.84,0.29,1,0.83,0.8,0.17,0,3,11,6.8,0.89,0.77,7,0.76,0.84,0.82
2,-0.44,43.5,2,0,2,0.46,0.83,0,0.53,0.36,0.58,0,0,3,64.2,0.44,0.31,1,0.38,0.49,0.4
5,0.24,207.3,3,2,5,0.77,0.4,1,0.76,0.72,0.26,0,2,9,9.5,0.82,0.67,6,0.69,0.77,0.75
9,0.54,321.8,5,3,9,0.9,0.2,1,0.92,0.87,0.11,1,5,14,3.8,0.94,0.83,9,0.83,0.9,0.88
3,-0.32,68.9,3,1,3,0.7,0.56,0,0.72,0.58,0.35,0,1,7,31.7,0.56,0.53,5,0.61,0.73,0.67
6,0.4,264.2,4,2,6,0.83,0.31,1,0.82,0.79,0.18,1,3,11,6.3,0.87,0.78,8,0.78,0.83,0.84
4,-0.41,102.4,2,1,4,0.49,0.69,0,0.55,0.41,0.59,0,1,8,46.8,0.43,0.32,2,0.39,0.51,0.42
7,0.48,271.5,4,2,7,0.88,0.25,1,0.87,0.84,0.14,0,3,12,5.9,0.91,0.81,8,0.79,0.86,0.85
2,-0.46,45.8,2,0,2,0.44,0.86,0,0.51,0.34,0.62,0,0,3,71.5,0.41,0.27,1,0.35,0.47,0.38
5,0.26,219.7,3,2,5,0.79,0.38,1,0.78,0.74,0.24,0,2,10,8.3,0.84,0.7,7,0.72,0.79,0.77
8,0.56,291.3,4,2,8,0.91,0.22,1,0.91,0.86,0.12,1,4,13,4.7,0.95,0.84,9,0.84,0.89,0.89
3,-0.34,72.6,3,1,3,0.71,0.53,0,0.73,0.59,0.34,0,1,7,34.2,0.53,0.56,5,0.63,0.74,0.69
6,0.43,276.8,4,2,6,0.85,0.3,1,0.84,0.81,0.16,1,3,11,5.6,0.88,0.81,9,0.8,0.85,0.86
4,-0.43,106.9,2,1,4,0.47,0.72,0,0.53,0.39,0.63,0,1,8,51.4,0.39,0.29,2,0.37,0.48,0.4
7,0.51,283.2,4,2,7,0.89,0.26,1,0.88,0.85,0.13,0,3,12,5.2,0.93,0.83,8,0.81,0.87,0.87
2,-0.48,47.3,2,0,2,0.43,0.89,0,0.49,0.33,0.65,0,0,3,78.9,0.37,0.24,1,0.33,0.45,0.35
5,0.28,231.5,3,2,5,0.81,0.36,1,0.79,0.76,0.22,0,2,10,7.1,0.86,0.73,7,0.74,0.8,0.79
9,0.59,336.7,5,3,9,0.93,0.19,1,0.94,0.89,0.09,1,5,15,3.1,0.96,0.87,10,0.86,0.93,0.91
3,-0.36,75.8,3,1,3,0.73,0.5,0,0.75,0.61,0.32,0,1,8,36.9,0.49,0.59,6,0.66,0.76,0.72
6,0.46,288.4,4,2,6,0.86,0.28,1,0.85,0.82,0.15,1,3,12,4.9,0.9,0.84,9,0.82,0.86,0.88
4,-0.45,110.2,2,1,4,0.45,0.75,0,0.51,0.37,0.66,0,1,9,56.3,0.35,0.26,2,0.34,0.46,0.37
7,0.53,292.6,4,2,7,0.9,0.24,1,0.89,0.87,0.11,0,3,13,4.5,0.94,0.86,9,0.83,0.88,0.89
2,-0.49,49.1,2,0,2,0.41,0.92,0,0.47,0.31,0.69,0,0,3,85.7,0.33,0.21,1,0.3,0.42,0.32
5,0.31,242.8,3,2,5,0.82,0.34,1,0.81,0.78,0.2,0,2,11,6.3,0.88,0.76,8,0.77,0.82,0.82
8,0.61,304.9,4,2,8,0.94,0.2,1,0.93,0.9,0.08,1,4,14,3.7,0.97,0.89,10,0.87,0.92,0.93
3,-0.38,78.3,3,1,3,0.74,0.47,0,0.76,0.63,0.3,0,1,8,39.5,0.45,0.62,6,0.69,0.77,0.74
6,0.49,299.1,4,2,6,0.87,0.26,1,0.86,0.84,0.13,1,3,13,4.2,0.92,0.87,10,0.85,0.87,0.9
4,-0.47,113.7,2,1,4,0.43,0.78,0,0.49,0.35,0.7,0,1,9,61.2,0.31,0.23,2,0.32,0.44,0.35
7,0.56,301.5,4,2,7,0.91,0.22,1,0.9,0.88,0.1,0,3,14,3.9,0.95,0.88,9,0.84,0.89,0.91
2,-0.51,50.6,2,0,2,0.39,0.94,0,0.45,0.29,0.72,0,0,3,92.4,0.29,0.18,1,0.28,0.4,0.29
5,0.33,253.9,3,2,5,0.83,0.32,1,0.82,0.8,0.18,0,2,11,5.5,0.9,0.79,8,0.79,0.83,0.84
9,0.64,348.2,5,3,9,0.95,0.17,1,0.95,0.92,0.06,1,5,16,2.7,0.98,0.91,10,0.89,0.94,0.95
3,-0.4,80.9,3,1,3,0.75,0.44,0,0.77,0.65,0.28,0,1,9,42.8,0.41,0.65,7,0.72,0.79,0.77
6,0.52,308.7,4,2,6,0.88,0.24,1,0.87,0.85,0.12,1,3,14,3.8,0.93,0.89,10,0.86,0.88,0.92
4,-0.49,116.4,2,1,4,0.41,0.81,0,0.47,0.33,0.73,0,1,10,66.5,0.27,0.2,2,0.3,0.42,0.32
7,0.58,310.8,4,2,7,0.92,0.2,1,0.91,0.89,0.08,0,3,15,3.3,0.96,0.9,10,0.87,0.9,0.93
2,-0.53,52.1,2,0,2,0.37,0.96,0,0.43,0.27,0.76,0,0,3,98.7,0.25,0.15,1,0.26,0.38,0.26
5,0.36,264.3,3,2,5,0.84,0.3,1,0.83,0.81,0.16,0,2,12,4.9,0.92,0.82,9,0.81,0.84,0.86
8,0.67,358.9,4,2,8,0.96,0.15,1,0.96,0.93,0.05,1,4,15,2.3,0.99,0.93,10,0.91,0.95,0.97
3,-0.42,83.7,3,1,3,0.76,0.41,0,0.78,0.67,0.26,0,1,9,45.6,0.37,0.68,7,0.75,0.81,0.79
6,0.55,317.5,4,2,6,0.89,0.22,1,0.88,0.86,0.1,1,3,15,3.2,0.94,0.91,10,0.88,0.89,0.94
4,-0.51,119.2,2,1,4,0.39,0.84,0,0.45,0.31,0.77,0,1,10,71.8,0.23,0.17,2,0.28,0.4,0.29
7,0.61,319.6,4,2,7,0.93,0.18,1,0.92,0.9,0.07,0,3,16,2.8,0.97,0.92,10,0.89,0.91,0.95
2,-0.55,53.8,2,0,2,0.35,0.98,0,0.41,0.25,0.79,0,0,3,105.3,0.21,0.12,1,0.24,0.36,0.23
5,0.38,274.8,3,2,5,0.85,0.28,1,0.84,0.82,0.14,0,2,13,4.3,0.93,0.84,9,0.83,0.85,0.88
9,0.69,367.4,5,3,9,0.97,0.14,1,0.97,0.94,0.04,1,5,17,2.1,0.99,0.95,10,0.93,0.96,0.98
3,-0.44,86.5,3,1,3,0.77,0.38,0,0.79,0.69,0.24,0,1,10,48.9,0.33,0.71,8,0.78,0.82,0.81
6,0.58,325.9,4,2,6,0.9,0.2,1,0.89,0.87,0.09,1,3,16,2.9,0.95,0.93,10,0.89,0.9,0.96
4,-0.53,121.8,2,1,4,0.37,0.87,0,0.43,0.29,0.8,0,1,11,77.1,0.19,0.14,2,0.26,0.38,0.26
7,0.63,328.7,4,2,7,0.94,0.16,1,0.93,0.91,0.06,0,3,17,2.4,0.98,0.94,10,0.91,0.92,0.97
2,-0.57,55.2,2,0,2,0.33,0.99,0,0.39,0.23,0.83,0,0,3,112.6,0.17,0.09,1,0.22,0.34,0.2
5,0.41,284.6,3,2,5,0.86,0.26,1,0.85,0.83,0.12,0,2,14,3.7,0.94,0.86,10,0.85,0.86,0.9
8,0.72,376.8,4,2,8,0.98,0.12,1,0.98,0.95,0.03,1,4,16,1.9,0.99,0.96,10,0.94,0.97,0.99
3,-0.46,89.3,3,1,3,0.78,0.35,0,0.8,0.71,0.22,0,1,10,52.3,0.29,0.74,8,0.81,0.84,0.83
6,0.61,333.2,4,2,6,0.91,0.18,1,0.9,0.88,0.07,1,3,17,2.5,0.96,0.95,10,0.91,0.91,0.97
4,-0.55,124.6,2,1,4,0.35,0.9,0,0.41,0.27,0.84,0,1,12,82.9,0.15,0.11,2,0.24,0.36,0.23
7,0.66,337.5,4,2,7,0.95,0.14,1,0.94,0.92,0.05,0,3,18,2.1,0.99,0.96,10,0.93,0.93,0.98
2,-0.59,56.7,2,0,2,0.31,0.99,0,0.37,0.21,0.86,0,0,3,120.2,0.13,0.06,1,0.2,0.32,0.17
5,0.43,294.1,3,2,5,0.87,0.24,1,0.86,0.84,0.1,0,2,15,3.1,0.95,0.88,10,0.87,0.87,0.92
9,0.75,385.9,5,3,9,0.99,0.1,1,0.99,0.96,0.02,1,5,18,1.7,0.99,0.97,10,0.96,0.98,0.99
3,-0.48,92.1,3,1,3,0.79,0.32,0,0.81,0.73,0.2,0,1,11,55.8,0.25,0.77,9,0.84,0.85,0.85
6,0.64,340.8,4,2,6,0.92,0.16,1,0.91,0.89,0.06,1,3,18,2.2,0.97,0.97,10,0.93,0.92,0.98
4,-0.57,127.5,2,1,4,0.33,0.93,0,0.39,0.25,0.87,0,1,13,88.7,0.11,0.08,2,0.22,0.34,0.2
7,0.69,346.2,4,2,7,0.96,0.12,1,0.95,0.93,0.04,0,3,19,1.9,0.99,0.98,10,0.95,0.94,0.99
2,-0.61,58.3,2,0,2,0.29,0.99,0,0.35,0.19,0.89,0,0,3,128.4,0.09,0.03,1,0.18,0.3,0.14
5,0.46,303.7,3,2,5,0.88,0.22,1,0.87,0.85,0.08,0,2,16,2.7,0.96,0.9,10,0.89,0.88,0.94
8,0.78,394.7,4,2,8,0.99,0.08,1,0.99,0.97,0.01,1,4,17,1.5,0.99,0.98,10,0.97,0.99,0.99
3,-0.5,94.9,3,1,3,0.8,0.29,0,0.82,0.75,0.18,0,1,12,59.4,0.21,0.8,9,0.87,0.87,0.87
6,0.67,348.1,4,2,6,0.93,0.14,1,0.92,0.9,0.05,1,3,19,1.8,0.98,0.99,10,0.95,0.93,0.99
4,-0.59,130.4,2,1,4,0.31,0.96,0,0.37,0.23,0.91,0,1,14,94.8,0.07,0.05,2,0.2,0.32,0.17
7,0.72,354.7,4,2,7,0.97,0.1,1,0.96,0.94,0.03,0,3,20,1.7,0.99,0.99,10,0.97,0.95,0.99
2,-0.63,59.8,2,0,2,0.27,0.99,0,0.33,0.17,0.92,0,0,3,137.2,0.05,0.0,1,0.16,0.28,0.11
5,0.48,312.5,3,2,5,0.89,0.2,1,0.88,0.86,0.06,0,2,17,2.3,0.97,0.92,10,0.91,0.89,0.96
9,0.81,403.2,5,3,9,0.99,0.06,1,0.99,0.98,0.0,1,5,19,1.3,0.99,0.99,10,0.98,0.99,0.99
3,-0.52,97.7,3,1,3,0.81,0.26,0,0.83,0.77,0.16,0,1,13,63.1,0.17,0.83,10,0.9,0.89,0.89
6,0.7,355.3,4,2,6,0.94,0.12,1,0.93,0.91,0.04,1,3,20,1.5,0.99,0.99,10,0.97,0.94,0.99
4,-0.61,133.3,2,1,4,0.29,0.99,0,0.35,0.21,0.94,0,1,15,101.2,0.03,0.02,2,0.18,0.3,0.14
7,0.75,362.9,4,2,7,0.98,0.08,1,0.97,0.95,0.02,0,3,21,1.5,0.99,0.99,10,0.98,0.96,0.99
2,-0.65,61.4,2,0,2,0.25,0.99,0,0.31,0.15,0.95,0,0,3,146.7,0.01,0.0,1,0.14,0.26,0.08
5,0.51,321.2,3,2,5,0.9,0.18,1,0.89,0.87,0.04,0,2,18,1.9,0.98,0.94,10,0.93,0.9,0.97
8,0.84,411.4,4,2,8,0.99,0.04,1,0.99,0.99,0.0,1,4,18,1.1,0.99,0.99,10,0.99,0.99,0.99
3,-0.54,100.5,3,1,3,0.82,0.23,0,0.84,0.79,0.14,0,1,14,67.5,0.13,0.86,10,0.93,0.91,0.91
6,0.73,362.3,4,2,6,0.95,0.1,1,0.94,0.92,0.03,1,3,21,1.2,0.99,0.99,10,0.98,0.95,0.99
4,-0.63,136.2,2,1,4,0.27,0.99,0,0.33,0.19,0.97,0,1,16,108.3,0.0,0.0,2,0.16,0.28,0.11
7,0.78,370.8,4,2,7,0.99,0.06,1,0.98,0.96,0.01,0,3,22,1.3,0.99,0.99,10,0.99,0.97,0.99
2,-0.67,62.9,2,0,2,0.23,0.99,0,0.29,0.13,0.98,0,0,3,156.9,0.0,0.0,1,0.12,0.24,0.05
5,0.53,329.6,3,2,5,0.91,0.16,1,0.9,0.88,0.02,0,2,19,1.5,0.99,0.96,10,0.95,0.91,0.98
9,0.87,419.3,5,3,9,0.99,0.02,1,0.99,0.99,0.0,1,5,20,0.9,0.99,0.99,10,0.99,0.99,0.99
3,-0.56,103.3,3,1,3,0.83,0.2,0,0.85,0.81,0.12,0,1,15,72.4,0.09,0.89,10,0.96,0.93,0.93
6,0.76,369.1,4,2,6,0.96,0.08,1,0.95,0.93,0.02,1,3,22,1.0,0.99,0.99,10,0.99,0.96,0.99
4,-0.65,139.1,2,1,4,0.25,0.99,0,0.31,0.17,0.99,0,1,17,115.9,0.0,0.0,2,0.14,0.26,0.08
7,0.81,378.5,4,2,7,0.99,0.04,1,0.99,0.97,0.0,0,3,23,1.1,0.99,0.99,10,0.99,0.98,0.99
2,-0.69,64.5,2,0,2,0.21,0.99,0,0.27,0.11,0.99,0,0,3,167.8,0.0,0.0,1,0.1,0.22,0.02
5,0.56,337.8,3,2,5,0.92,0.14,1,0.91,0.89,0.0,0,2,20,1.1,0.99,0.98,10,0.97,0.92,0.99
8,0.9,427.0,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,19,0.7,0.99,0.99,10,0.99,0.99,0.99
3,-0.58,106.1,3,1,3,0.84,0.17,0,0.86,0.83,0.1,0,1,16,77.8,0.05,0.92,10,0.99,0.95,0.95
6,0.79,375.7,4,2,6,0.97,0.06,1,0.96,0.94,0.01,1,3,23,0.8,0.99,0.99,10,0.99,0.97,0.99
4,-0.67,142.0,2,1,4,0.23,0.99,0,0.29,0.15,0.99,0,1,18,123.8,0.0,0.0,2,0.12,0.24,0.05
7,0.84,386.0,4,2,7,0.99,0.02,1,0.99,0.98,0.0,0,3,24,0.9,0.99,0.99,10,0.99,0.99,0.99
2,-0.71,66.1,2,0,2,0.19,0.99,0,0.25,0.09,0.99,0,0,3,179.6,0.0,0.0,1,0.08,0.2,0.0
5,0.58,345.3,3,2,5,0.93,0.12,1,0.92,0.9,0.0,0,2,21,0.7,0.99,0.99,10,0.99,0.93,0.99
9,0.93,434.5,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,21,0.5,0.99,0.99,10,0.99,0.99,0.99
3,-0.6,108.9,3,1,3,0.85,0.14,0,0.87,0.85,0.08,0,1,17,83.9,0.01,0.95,10,0.99,0.97,0.97
6,0.82,382.1,4,2,6,0.98,0.04,1,0.97,0.95,0.0,1,3,24,0.6,0.99,0.99,10,0.99,0.98,0.99
4,-0.69,144.9,2,1,4,0.21,0.99,0,0.27,0.13,0.99,0,1,19,132.4,0.0,0.0,2,0.1,0.22,0.02
7,0.87,393.4,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,25,0.7,0.99,0.99,10,0.99,0.99,0.99
2,-0.73,67.7,2,0,2,0.17,0.99,0,0.23,0.07,0.99,0,0,3,192.3,0.0,0.0,1,0.06,0.18,0.0
5,0.61,352.7,3,2,5,0.94,0.1,1,0.93,0.91,0.0,0,2,22,0.5,0.99,0.99,10,0.99,0.94,0.99
8,0.96,441.8,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,20,0.3,0.99,0.99,10,0.99,0.99,0.99
3,-0.62,111.7,3,1,3,0.86,0.11,0,0.88,0.87,0.06,0,1,18,90.7,0.0,0.98,10,0.99,0.99,0.99
6,0.85,388.3,4,2,6,0.99,0.02,1,0.98,0.96,0.0,1,3,25,0.4,0.99,0.99,10,0.99,0.99,0.99
4,-0.71,147.8,2,1,4,0.19,0.99,0,0.25,0.11,0.99,0,1,20,141.7,0.0,0.0,2,0.08,0.2,0.0
7,0.9,400.6,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,26,0.5,0.99,0.99,10,0.99,0.99,0.99
2,-0.75,69.3,2,0,2,0.15,0.99,0,0.21,0.05,0.99,0,0,3,205.9,0.0,0.0,1,0.04,0.16,0.0
5,0.63,359.9,3,2,5,0.95,0.08,1,0.94,0.92,0.0,0,2,23,0.3,0.99,0.99,10,0.99,0.95,0.99
9,0.99,448.9,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,22,0.1,0.99,0.99,10,0.99,0.99,0.99
3,-0.64,114.5,3,1,3,0.87,0.08,0,0.89,0.89,0.04,0,1,19,98.3,0.0,0.99,10,0.99,0.99,0.99
6,0.88,394.3,4,2,6,0.99,0.0,1,0.99,0.97,0.0,1,3,26,0.2,0.99,0.99,10,0.99,0.99,0.99
4,-0.73,150.7,2,1,4,0.17,0.99,0,0.23,0.09,0.99,0,1,21,151.8,0.0,0.0,2,0.06,0.18,0.0
7,0.93,407.6,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,27,0.3,0.99,0.99,10,0.99,0.99,0.99
2,-0.77,70.9,2,0,2,0.13,0.99,0,0.19,0.03,0.99,0,0,3,220.4,0.0,0.0,1,0.02,0.14,0.0
5,0.66,367.0,3,2,5,0.96,0.06,1,0.95,0.93,0.0,0,2,24,0.1,0.99,0.99,10,0.99,0.96,0.99
8,1.0,455.8,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,21,0.0,0.99,0.99,10,0.99,0.99,0.99
3,-0.66,117.3,3,1,3,0.88,0.05,0,0.9,0.91,0.02,0,1,20,106.7,0.0,0.99,10,0.99,0.99,0.99
6,0.91,400.3,4,2,6,0.99,0.0,1,0.99,0.98,0.0,1,3,27,0.0,0.99,0.99,10,0.99,0.99,0.99
4,-0.75,153.6,2,1,4,0.15,0.99,0,0.21,0.07,0.99,0,1,22,162.8,0.0,0.0,2,0.04,0.16,0.0
7,0.96,414.5,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,28,0.1,0.99,0.99,10,0.99,0.99,0.99
2,-0.79,72.5,2,0,2,0.11,0.99,0,0.17,0.01,0.99,0,0,3,235.9,0.0,0.0,1,0.0,0.12,0.0
5,0.68,374.0,3,2,5,0.97,0.04,1,0.96,0.94,0.0,0,2,25,0.0,0.99,0.99,10,0.99,0.97,0.99
9,1.0,462.6,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,23,0.0,0.99,0.99,10,0.99,0.99,0.99
3,-0.68,120.1,3,1,3,0.89,0.02,0,0.91,0.93,0.0,0,1,21,115.9,0.0,0.99,10,0.99,0.99,0.99
6,0.94,406.1,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,28,0.0,0.99,0.99,10,0.99,0.99,0.99
4,-0.77,156.5,2,1,4,0.13,0.99,0,0.19,0.05,0.99,0,1,23,174.7,0.0,0.0,2,0.02,0.14,0.0
7,0.99,421.2,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,29,0.0,0.99,0.99,10,0.99,0.99,0.99
2,-0.81,74.1,2,0,2,0.09,0.99,0,0.15,0.0,0.99,0,0,3,252.3,0.0,0.0,1,0.0,0.1,0.0
5,0.71,380.9,3,2,5,0.98,0.02,1,0.97,0.95,0.0,0,2,26,0.0,0.99,0.99,10,0.99,0.98,0.99
8,1.0,469.3,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,22,0.0,0.99,0.99,10,0.99,0.99,0.99
3,-0.7,122.9,3,1,3,0.9,0.0,0,0.92,0.95,0.0,0,1,22,125.9,0.0,0.99,10,0.99,0.99,0.99
6,0.97,411.7,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,29,0.0,0.99,0.99,10,0.99,0.99,0.99
4,-0.79,159.4,2,1,4,0.11,0.99,0,0.17,0.03,0.99,0,1,24,187.5,0.0,0.0,2,0.0,0.12,0.0
